Function stats for (Thread) (12): 

Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..cks.py:161 ObjectBlock._check_ndim  150..  0.080381  0.080381  0.000001
../concat.py:501 _is_uniform_reindex  16081  0.023374  0.079368  0.000005
..hon3.8/statistics.py:686 <genexpr>  86459  0.079358  0.079358  0.000001
..y:3484 DataFrame._clear_item_cache  21214  0.023302  0.079020  0.000004
..s/core/generic.py:247 Series.flags  229..  0.078182  0.078182  0.000000
..a_wlist.py:117 MPQA_wlist._findmax  177    0.000883  0.078152  0.000442
..e/fromnumeric.py:70 _wrapreduction  4842   0.024651  0.076624  0.000016
..es/base.py:1688 Index.is_monotonic  12424  0.012132  0.076510  0.000006
..e.py:4096 Index._get_engine_target  69139  0.054117  0.076389  0.000001
..als/blocks.py:347 FloatBlock.dtype  180..  0.075049  0.075049  0.000000
..838 DataFrame._needs_reindex_multi  10145  0.025515  0.074011  0.000007
..re/indexes/base.py:1232 Index.name  205..  0.073720  0.073720  0.000000
..y:132 EmoVAD_wlist._write_mean_std  48     0.000145  0.073504  0.001531
..t.py:1780 validate_numeric_casting  31296  0.052884  0.073057  0.000002
..rs.py:218 validate_axis_style_args  10249  0.038192  0.073056  0.000007
..ay_function__ internals>:2 putmask  1150   0.003392  0.072134  0.000063
..:112 EmoLex_wlist.analyze_comments  2      0.000185  0.071718  0.035859
..y:133 EmoLex_wlist._write_mean_std  64     0.000245  0.071516  0.001117
..y:130 BSMVAD_wlist._write_mean_std  48     0.000138  0.071184  0.001483
...py:303 SingleBlockManager.__len__  19927  0.025825  0.069682  0.000003
..as/core/nanops.py:328 _na_ok_dtype  26186  0.032902  0.067432  0.000003
..me._check_label_or_level_ambiguity  9715   0.033437  0.066488  0.000007
..rnals/blocks.py:2738 extend_blocks  23100  0.042221  0.066423  0.000003
..pressions.py:62 _evaluate_standard  3172   0.011396  0.065954  0.000021
..423 _construct_axes_from_arguments  10251  0.036764  0.064784  0.000006
..1696 Index.is_monotonic_increasing  12424  0.052386  0.064379  0.000005
...py:740 _LocIndexer._convert_tuple  1179   0.006055  0.063944  0.000054
..ration._maybe_restore_index_levels  4842   0.013702  0.063866  0.000013
..merictypes.py:569 find_common_type  8151   0.026516  0.062619  0.000008
..59 EmoAff_wlist.wordlevel_analysis  2      0.000096  0.062117  0.031058
../series.py:1117 Series.reset_index  31     0.000147  0.061282  0.001977
..:107 EmoAff_wlist.analyze_comments  2      0.000166  0.061260  0.030630
..68 PunktSentenceTokenizer.tokenize  871    0.002094  0.061080  0.000070
..:132 EmoAff_wlist._lwrite_mean_std  56     0.000226  0.061075  0.001091
..ray_function__ internals>:2 copyto  11638  0.020224  0.060463  0.000005
..47 _LocIndexer._convert_to_indexer  2388   0.016132  0.059856  0.000025
..as/core/reshape/merge.py:2135 _any  9684   0.015624  0.059184  0.000006
..tenceTokenizer.sentences_from_text  871    0.001990  0.058986  0.000068
..s/core/nanops.py:57 disallow.check  39398  0.038388  0.058015  0.000001
../tokenize/punkt.py:1326 <listcomp>  871    0.001517  0.056996  0.000065
..es/numpy/core/_dtype.py:34 __str__  9671   0.022864  0.056229  0.000006
..nktSentenceTokenizer.span_tokenize  1736   0.003049  0.055479  0.000032
..unction__ internals>:2 array_equal  2909   0.004880  0.055477  0.000019
..core/indexes/base.py:532 Index.is_  52065  0.041237  0.055148  0.000001
..indexes/base.py:5947 default_index  1730   0.004790  0.054467  0.000031
..generic.py:215 SeriesGroupBy.apply  31     0.000089  0.052901  0.001706
..groupby.py:860 SeriesGroupBy.apply  31     0.000316  0.052813  0.001704
..ore/dtypes/concat.py:139 <genexpr>  14513  0.010112  0.052682  0.000004
..tenceTokenizer._realign_boundaries  1736   0.003259  0.052430  0.000030
..nals/blocks.py:351 FloatBlock.iget  56119  0.052241  0.052241  0.000001
..ite-packages/nltk/data.py:664 load  871    0.004815  0.051893  0.000060
..g.py:721 clean_reindex_fill_method  36567  0.035885  0.051276  0.000001
..eriesGroupBy._python_apply_general  31     0.000216  0.050641  0.001634
..y:53 MPQA_wlist.wordlevel_analysis  2      0.000065  0.050058  0.025029
..s/core/indexes/range.py:85 __new__  1732   0.010463  0.049745  0.000029
..k/tokenize/punkt.py:306 _pair_iter  1742   0.002327  0.049171  0.000028
..s/core/generic.py:226 Series.attrs  114..  0.048465  0.048465  0.000000
..oncat.py:536 _combine_concat_plans  20923  0.030392  0.046972  0.000002
..umpy_.py:202 PandasArray.__array__  19918  0.020628  0.046490  0.000002
..entenceTokenizer._slices_from_text  1742   0.042844  0.045757  0.000026
..y/core/numeric.py:2317 array_equal  2909   0.018407  0.045708  0.000016
..als/managers.py:1860 _stack_arrays  1739   0.026245  0.044973  0.000026
../core/common.py:191 count_not_none  10145  0.011147  0.044806  0.000004
../internals/concat.py:504 <genexpr>  32162  0.024255  0.044717  0.000001
..nanops.py:1296 _maybe_arg_null_out  9766   0.008605  0.044540  0.000005
..core/generic.py:463 _get_axis_name  29570  0.029463  0.044326  0.000001
/usr/lib/python3.8/re.py:203 sub      3492   0.004874  0.044204  0.000013
..ray_function__ internals>:2 vstack  835    0.001719  0.043772  0.000052
..python3.8/fractions.py:394 reverse  4528   0.007351  0.043266  0.000010
..y:51 Flags.allows_duplicate_labels  114..  0.042622  0.042622  0.000000
..base.py:1281 RangeIndex._get_names  29101  0.031238  0.042530  0.000001
../construction.py:293 _prep_ndarray  863    0.005520  0.042270  0.000049
..array_function__ internals>:2 ndim  11734  0.017425  0.041350  0.000004
..rame.py:4814 DataFrame.reset_index  31     0.000471  0.040748  0.001314
..y:1677 maybe_cast_to_integer_array  1179   0.004442  0.040530  0.000034
../construction.py:612 is_empty_data  8383   0.013378  0.040411  0.000005
..ge.py:395 RangeIndex._shallow_copy  3436   0.009990  0.040108  0.000012
..ges/numpy/core/_methods.py:45 _sum  6622   0.006263  0.039789  0.000006
..:109 EmoVAD_wlist.analyze_comments  2      0.000075  0.039757  0.019878
..:107 BSMVAD_wlist.analyze_comments  2      0.000068  0.039667  0.019834
..nternals/managers.py:320 <genexpr>  28228  0.026293  0.039490  0.000001
..data.py:149 normalize_resource_url  871    0.005351  0.039416  0.000045
../python3.8/typing.py:1822 new_type  123..  0.039074  0.039074  0.000000
..nternals/managers.py:1911 <lambda>  4456   0.003723  0.038966  0.000009
..blocks.py:2510 ObjectBlock.is_bool  7956   0.015301  0.038824  0.000005
..oupby/ops.py:182 BaseGrouper.apply  31     0.000588  0.038492  0.001242
..umpy/core/shape_base.py:223 vstack  835    0.003011  0.038133  0.000046
..mpy/core/_asarray.py:86 asanyarray  14790  0.013546  0.038071  0.000003
..as/core/common.py:177 any_not_none  10834  0.017837  0.037541  0.000003
..e/indexes/range.py:133 _simple_new  3440   0.010353  0.037207  0.000011
..y_function__ internals>:2 can_cast  9715   0.015799  0.036074  0.000004
..core/nanops.py:172 _get_fill_value  16420  0.012797  0.036074  0.000002
..es/range.py:747 RangeIndex.__len__  30097  0.025509  0.035733  0.000001
..ore/frame.py:3737 DataFrame.insert  31     0.000129  0.035528  0.001146
..py:202 FloatBlock._consolidate_key  4456   0.009712  0.035243  0.000008
..xes/range.py:474 RangeIndex.equals  3452   0.004463  0.035078  0.000010
..ch.py:11 should_extension_dispatch  8216   0.009836  0.035039  0.000004
..t.py:140 EmoVAD_wlist._write_ratio  6      0.000027  0.034981  0.005830
..D_wlist.py:137 EmoVAD_wlist._ratio  6      0.000035  0.034856  0.005809
../base.py:81 DataFrame._reset_cache  8020   0.007957  0.034658  0.000004
..s/core/frame.py:628 DataFrame.axes  55651  0.033717  0.033717  0.000001
..ternals/managers.py:690 <listcomp>  13545  0.022413  0.033696  0.000002
..nagers.py:1176 BlockManager.insert  31     0.000952  0.033450  0.001079
..ric.py:475 _get_block_manager_axis  18361  0.024057  0.033050  0.000002
..eneric.py:544 DataFrame._info_axis  19532  0.017825  0.031922  0.000002
..cast.py:109 maybe_convert_platform  894    0.003375  0.031503  0.000035
..ernals/construction.py:301 convert  863    0.001029  0.031360  0.000036
..or.py:14 FeatureGenerator.__init__  2      0.000023  0.030764  0.015382
..re_tool/glob_maker.py:13 make_glob  2      0.000008  0.030742  0.015371
..:1958 _preprocess_slice_or_indexer  4842   0.016341  0.030596  0.000006
..t.py:138 BSMVAD_wlist._write_ratio  6      0.000023  0.030418  0.005070
..as/core/generic.py:1746 <listcomp>  4842   0.004936  0.030403  0.000006
..d_wlist.py:135 BSMVAD_wlist._ratio  6      0.000033  0.030297  0.005050
..ndexes/base.py:5920 ensure_has_len  10145  0.008823  0.030163  0.000003
..py:233 ObjectBlock.internal_values  94457  0.029928  0.029928  0.000000
..ruct_1d_object_array_from_listlike  3950   0.016661  0.029027  0.000007
..as/core/generic.py:1748 <listcomp>  4842   0.004721  0.028480  0.000006
..15 Int64Index._validate_fill_value  1170   0.004775  0.028479  0.000024
..py:3020 Index._assert_can_do_setop  8274   0.008161  0.028165  0.000003
..pe/merge.py:2139 _validate_operand  9684   0.007416  0.027997  0.000003
..s/blocks.py:319 ObjectBlock._slice  11703  0.027631  0.027631  0.000002
..ion__ internals>:2 min_scalar_type  5097   0.008937  0.027252  0.000005
..nagers.py:173 BlockManager.blklocs  66148  0.026814  0.026814  0.000000
../series.py:404 Series._can_hold_na  11642  0.011454  0.026540  0.000002
..032 is_datetime_or_timedelta_dtype  3460   0.004938  0.026377  0.000008
..ay_function__ internals>:2 argsort  835    0.001557  0.026300  0.000031
../pandas/io/parsers.py:528 read_csv  2      0.000029  0.025794  0.012897
..ges/pandas/io/parsers.py:442 _read  2      0.000050  0.025752  0.012876
..numpy/core/_asarray.py:221 require  2576   0.011693  0.025357  0.000010
..idators.py:208 validate_bool_kwarg  20774  0.016981  0.025231  0.000001
..ore/reshape/merge.py:1001 <lambda>  4842   0.005223  0.023953  0.000005
..ata.py:205 normalize_resource_name  871    0.006942  0.023188  0.000027
..py/core/fromnumeric.py:999 argsort  835    0.001706  0.023173  0.000028
..ng.py:2125 _AtIndexer._convert_key  41831  0.023144  0.023144  0.000001
../core/indexing.py:500 DataFrame.at  41831  0.022906  0.022906  0.000001
..ib/python3.8/fractions.py:431 _div  4528   0.008929  0.022808  0.000005
..ges/numpy/core/numeric.py:268 full  2566   0.007469  0.022699  0.000009
..numpy_.py:371 PandasArray.to_numpy  8216   0.011168  0.022665  0.000003
..py:103 validate_argmax_with_skipna  6767   0.011310  0.022663  0.000003
..re/indexes/base.py:623 Index.dtype  49410  0.022313  0.022313  0.000000
../numpy_.py:41 PandasDtype.__init__  28134  0.022085  0.022085  0.000001
..on3.8/warnings.py:165 simplefilter  3172   0.006926  0.022033  0.000007
..das/core/generic.py:452 <dictcomp>  10251  0.015196  0.021494  0.000002
..y/core/fromnumeric.py:52 _wrapfunc  835    0.001890  0.021467  0.000026
/usr/lib/python3.8/re.py:325 _subx    24220  0.021266  0.021266  0.000001
..147 BoolBlock._maybe_coerce_values  69605  0.021022  0.021022  0.000000
..hon3.8/threading.py:540 Event.wait  854    0.003978  0.020945  0.000025
..arsers.py:1050 TextFileReader.read  2      0.000031  0.020510  0.010255
..s/blocks.py:308 FloatBlock.__len__  16082  0.014862  0.020463  0.000001
..ore/series.py:1531 Series.to_frame  31     0.000089  0.020340  0.000656
..thon3.8/statistics.py:251 _convert  4527   0.008805  0.020233  0.000004
..ic.py:164 RangeIndex._is_all_dates  61059  0.020226  0.020226  0.000000
..py:2204 convert_to_index_sliceable  8247   0.013282  0.019718  0.000002
..dexes/base.py:1239 RangeIndex.name  3440   0.004639  0.019707  0.000006
..umerictypes.py:545 _can_coerce_all  16302  0.014519  0.019355  0.000001
..y:227 BlockManager.is_single_block  15705  0.014602  0.019033  0.000001
..numeric.py:351 Float64Index.astype  106    0.000394  0.018755  0.000177
..ndas/core/algorithms.py:319 unique  140    0.001305  0.018526  0.000132
../blocks.py:245 IntBlock.get_values  3834   0.004401  0.018141  0.000005
..re/reshape/merge.py:2099 <genexpr>  9684   0.011745  0.018070  0.000002
..py:109 MPQA_wlist.analyze_comments  2      0.000056  0.018040  0.009020
..locks.py:261 FloatBlock.fill_value  37302  0.018005  0.018005  0.000000
...py:128 MPQA_wlist._write_mean_std  16     0.000064  0.017965  0.001123
..y:5001 RangeIndex._index_as_unique  29358  0.016591  0.017137  0.000001
..s.py:151 BaseGrouper._get_splitter  31     0.000100  0.016821  0.000543
..r.py:18 MetaGenerator.get_features  2      0.000043  0.016491  0.008245
../ops.py:298 BaseGrouper.group_info  31     0.000076  0.016474  0.000531
.. BaseGrouper._get_compressed_codes  31     0.000162  0.016378  0.000528
..re/generic.py:1783 Series.__hash__  8246   0.011333  0.016366  0.000002
..nc_config.py:429 errstate.__init__  29416  0.016042  0.016042  0.000001
..oupby/ops.py:257 BaseGrouper.codes  31     0.000066  0.016039  0.000517
.._wlist.py:42 EmoLex_wlist.__init__  2      0.000053  0.015986  0.007993
..core/groupby/ops.py:259 <listcomp>  31     0.000048  0.015959  0.000515
..upby/grouper.py:588 Grouping.codes  62     0.000064  0.015923  0.000257
/usr/lib/python3.8/copy.py:66 copy    4842   0.010517  0.015909  0.000003
..rouper.py:609 Grouping._make_codes  31     0.000154  0.015860  0.000512
..ocIndexer._ensure_listlike_indexer  1209   0.005168  0.015628  0.000013
..on3.8/fractions.py:286 denominator  54385  0.015601  0.015601  0.000000
..ore/reshape/merge.py:1002 <lambda>  4842   0.004094  0.015593  0.000003
..eneric.py:3833 Series._set_is_copy  6602   0.009281  0.015542  0.000002
..re/missing.py:64 clean_fill_method  36567  0.015392  0.015392  0.000000
..se.py:3461 RangeIndex._can_reindex  10143  0.009202  0.015279  0.000002
../internals/concat.py:487 <genexpr>  32162  0.015263  0.015263  0.000000
..thon3.8/fractions.py:282 numerator  54383  0.015207  0.015207  0.000000
..eck_is_chained_assignment_possible  1209   0.002911  0.015109  0.000012
..30 SingleBlockManager._can_hold_na  11642  0.010082  0.015086  0.000001
../internals/concat.py:494 <genexpr>  32136  0.015061  0.015061  0.000000
..core/common.py:248 maybe_make_list  19368  0.011527  0.014891  0.000001
..82 SeriesSplitter._get_sorted_data  62     0.000195  0.014681  0.000237
..pressions.py:196 _bool_arith_check  3172   0.004424  0.014576  0.000005
../core/indexes/base.py:581 <lambda>  44673  0.014530  0.014530  0.000000
..hon3.8/warnings.py:181 _add_filter  3172   0.007579  0.014190  0.000004
.._wlist.py:43 EmoAff_wlist.__init__  2      0.000048  0.014131  0.007065
..ore/numerictypes.py:621 <listcomp>  8151   0.013802  0.013802  0.000002
../construction.py:364 extract_index  69     0.000274  0.013182  0.000191
...8/threading.py:270 Condition.wait  854    0.006864  0.013178  0.000015
..405 ensure_wrapped_if_datetimelike  8216   0.010909  0.013086  0.000002
..y:126 EmoAff_wlist._write_mean_std  8      0.000035  0.013029  0.001629
..re/dtypes/concat.py:130 <listcomp>  4842   0.006822  0.012912  0.000003
..s/core/algorithms.py:536 factorize  31     0.000575  0.012901  0.000416
..exes/numeric.py:78 _validate_dtype  12639  0.007037  0.012655  0.000001
.._wlist.py:40 BSMVAD_wlist.__init__  2      0.000034  0.012455  0.006227
..ion.py:45 CompatValidator.__call__  24698  0.012266  0.012266  0.000000
.._wlist.py:40 EmoVAD_wlist.__init__  2      0.000034  0.012223  0.006111
..das/core/series.py:762 Series.take  62     0.000598  0.012102  0.000195
../common.py:355 is_datetime64_dtype  8406   0.009563  0.012084  0.000001
..SeriesGroupBy._wrap_applied_output  31     0.000258  0.011933  0.000385
..ndexers.py:52 is_list_like_indexer  3557   0.002917  0.011525  0.000003
/usr/lib/python3.8/re.py:331 filter   2406   0.004407  0.011454  0.000005
..umpy/function.py:83 process_skipna  9766   0.008305  0.011442  0.000001
..managers.py:253 BlockManager.items  27306  0.011309  0.011309  0.000000
..rame.py:482 DataFrame._constructor  33238  0.011243  0.011243  0.000000
..ic.py:272 RangeIndex.inferred_type  38111  0.010894  0.010894  0.000000
..das/core/generic.py:1562 <genexpr>  29052  0.010613  0.010613  0.000000
..ore/indexes/base.py:4353 <setcomp>  4842   0.007468  0.010530  0.000002
..ops.py:969 SeriesSplitter.__iter__  62     0.000276  0.010523  0.000170
..ls/concat.py:179 JoinUnit.__init__  16081  0.010449  0.010449  0.000001
..function__ internals>:2 atleast_2d  897    0.001578  0.010321  0.000012
..ypes/inference.py:391 is_dataclass  1699   0.005631  0.010271  0.000006
..s/managers.py:1863 _asarray_compat  2315   0.003402  0.010216  0.000004
..andas/core/common.py:195 <genexpr>  30435  0.010211  0.010211  0.000000
..expressions.py:187 _has_bool_dtype  3172   0.003941  0.010152  0.000003
..ore/nanops.py:1365 _maybe_null_out  6622   0.007267  0.010094  0.000002
..re/series.py:343 Series._init_dict  32     0.000133  0.009966  0.000311
...py:91 validate_argmin_with_skipna  2999   0.005175  0.009858  0.000003
../numbers.py:283 Fraction.__float__  4527   0.007158  0.009827  0.000002
...py:36 MetaGenerator.drop_nan_rows  2      0.000039  0.009760  0.004880
..re/indexes/base.py:4362 <listcomp>  4842   0.006522  0.009600  0.000002
..as/core/series.py:4748 Series.isna  32     0.000050  0.009333  0.000292
..gs.py:458 catch_warnings.__enter__  3172   0.008004  0.009305  0.000003
..s/core/generic.py:7411 Series.isna  32     0.000067  0.009283  0.000290
..arsers.py:2054 CParserWrapper.read  2      0.000034  0.009093  0.004546
..qa_wlist.py:37 MPQA_wlist.__init__  2      0.000023  0.009026  0.004513
..andas/core/common.py:181 <genexpr>  23968  0.008948  0.008948  0.000000
..als/blocks.py:343 FloatBlock.shape  20942  0.008843  0.008843  0.000000
..reshape/merge.py:2129 _should_fill  4842   0.006280  0.008838  0.000002
..ore/dtypes/common.py:1304 <lambda>  17510  0.008705  0.008705  0.000000
..e/indexers.py:68 is_scalar_indexer  1209   0.002870  0.008695  0.000007
.. create_series_with_explicit_dtype  32     0.000126  0.008262  0.000258
..ore/dtypes/concat.py:135 <genexpr>  9684   0.006067  0.008125  0.000001
